Make,Model,Details,Storage,Device,Monthly Policy Price,Replacement Price,Release Price,Release Price url,Os,InitialVersion,MaxVersion,Processor,Cores,Memory,SSD,Physical Screen,Resolution,Camera,4G,Frequency,Release Date,Picture,Urls,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Apple,iPhone 6S Plus,IPHONE 6S+ 16G,16,"'iPhone 6s Plus', 'iPhone8,2'",7.14,£429.09,£619,http://www.telegraph.co.uk/technology/apple/iphone/11854936/iPhone-6s-and-iPhone-6s-Plus-UK-price-and-release-date.html,iOS,9,9.3,1840,2,2048,N,139.7,1080 x 1920,12,Y,850 / 900 / 1800 / 1900 ,9/15,,http://www.gsmarena.com/apple_iphone_6s_plus-7243.php,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Apple,iPhone 6S Plus,IPHONE 6S+ 64G,64,"'iPhone 6s Plus', 'iPhone8,2'",7.14,£490.29,£699,http://www.telegraph.co.uk/technology/apple/iphone/11854936/iPhone-6s-and-iPhone-6s-Plus-UK-price-and-release-date.html,iOS,9,9.3,1840,2,2048,N,139.7,1080 x 1920,12,Y,850 / 900 / 1800 / 1900 ,9/15,,http://www.gsmarena.com/apple_iphone_6s_plus-7243.php,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Apple,iPhone SE,IPHONE SE 16G,16,"'iPhone SE', 'iPhone8,4'",7.14,,£359.00,http://www.macworld.co.uk/news/iphone/iphone-se-release-date-price-specs-where-to-buy-uk-pre-order-apple-opening-times-teardown-3500611/,iOS,9.3,9.3,1840,2,2048,N,101.6,640 x 1136,12,Y,850 / 900 / 1800 / 1900,3/16,,http://www.gsmarena.com/apple_iphone_se-7969.php,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Apple,iPhone SE,IPHONE SE 64G,64,"'iPhone SE', 'iPhone8,4'",7.14,,£439.00,http://www.macworld.co.uk/news/iphone/iphone-se-release-date-price-specs-where-to-buy-uk-pre-order-apple-opening-times-teardown-3500611/,iOS,9.3,9.3,1840,2,2048,N,101.6,640 x 1136,12,Y,850 / 900 / 1800 / 1900,3/16,,http://www.gsmarena.com/apple_iphone_se-7969.php,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ASUS,Fonepad,FONEPAD ME371,8,'ME371MG',,,£179.99,http://www.trustedreviews.com/asus-fonepad-review,Android,4.1,,1200,1,1024,Y,177.8,800 x 1280,3,N,850 / 900 / 1800 / 1900 ,4/13,,http://www.gsmarena.com/asus_fonepad-5329.php,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Blackberry,Curve 8520,8520,0.25,,,,£199,http://www.techradar.com/reviews/phones/mobile-phones/blackberry-curve-8520-625858/review#best-price-article-top,BlackBerry,5,,512,1,,Y,62.484,320 x 240,2,N,850 / 900 / 1800 / 1900 ,8/9,,http://www.gsmarena.com/blackberry_curve_8520-2889.php,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Blackberry,Curve 3G 9300,9300,0.25,,,,,,BlackBerry,5,6,,,256,Y,62.484,320 x 240,2,N,850 / 900 / 1800 / 1900 ,8/10,,http://www.gsmarena.com/blackberry_curve_3g_9300-3422.php,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Blackberry,Curve 9320,9320,0.5,,,,£149.99,http://www.t3.com/news/blackberry-curve-9320-smartphone-leaks-ahead-of-unveiling,BlackBerry,7.1,,,,512,Y,61.976,320 x 240 ,3,N,850 / 900 / 1800 / 1900 ,5/12,,http://www.gsmarena.com/blackberry_curve_9320-4458.php,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Blackberry,Curve 9360,9360,0.5,,,,£190,http://www.trustedreviews.com/blackberry-curve-9360-review,BlackBerry,7.0,,800,1,512,Y,61.976,480 x 360,5,N,850 / 900 / 1800 / 1900 ,9/11,,http://www.gsmarena.com/blackberry_curve_9360-3722.php,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Blackberry,Curve 9380,9380,0.5,,,,,,BlackBerry,7.0,,806,1,512,Y,81.28,360 x 480,5,N,850 / 900 / 1800 / 1900 ,12/11,,http://www.gsmarena.com/blackberry_curve_9380-4331.php,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Blackberry,9720,9720,0.5,,,,£180,http://www.theinquirer.net/inquirer/news/2289047/blackberry-9720-is-coming-to-the-uk-in-september-for-gbp180,BlackBerry,7.1,,806,1,512,Y,71.12,480x360,5,N,850 / 900 / 1800 / 1900 ,8/13,,http://www.gsmarena.com/blackberry_9720-5625.php,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Blackberry,Bold 9780,9780,0.25,,,,£400.00,http://www.cnet.com/uk/products/blackberry-bold-9780/,BlackBerry,6,,624,1,512,Y,61.976,480x360,5,N,850 / 900 / 1800 / 1900 ,11 / 10,,http://www.gsmarena.com/blackberry_bold_9780-3431.php,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Blackberry,Bold 9790,9790,8,,,,£360.00,http://www.techradar.com/reviews/phones/mobile-phones/blackberry-bold-9790-1054022/review,BlackBerry,7.0,,1000,1,768,Y,62.23,480x360,5,N,850 / 900 / 1800 / 1900 ,12/11,,http://www.gsmarena.com/blackberry_bold_9790-4332.php,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Blackberry,Torch 9800,9800,4,,,,£480.00,http://www.cnet.com/uk/products/blackberry-torch-9800/,BlackBerry,6.0,,624,1,512,Y,81.28,360 x 480,5,N,850 / 900 / 1800 / 1900 ,8/10,,http://www.gsmarena.com/blackberry_torch_9800-3203.php,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Blackberry,Torch 9810,9810,8,,,,£499.99,http://www.trustedreviews.com/blackberry-torch-9810-review,BlackBerry,7.0,,1200,1,768,Y,81.28,480x640,5,N,850 / 900 / 1800 / 1900 ,8/11,,http://www.gsmarena.com/blackberry_torch_9810-3723.php,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Blackberry,Torch 9860,9860,4,,,,£329.00,http://www.trustedreviews.com/blackberry-torch-9860-review,BlackBerry,7,,1200,1,768,Y,93.98,480X800,5,N,850 / 900 / 1800 / 1900 ,9/11,,http://www.gsmarena.com/blackberry_torch_9860-3926.php,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Blackberry,Bold Touch 9900,9900,8,,,,£420.00,http://www.trustedreviews.com/blackberry-bold-9900-review,BlackBerry,7.0,,1200,1,768,Y,71.12,640 x 480,5,N,850 / 900 / 1800 / 1900 ,8/11,,http://www.gsmarena.com/blackberry_bold_touch_9900-3116.php,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Blackberry,Q10,Q10,16,,,,£549.95,http://www.trustedreviews.com/blackberry-q10-review,BlackBerry,10,10.3.1,1500,2,2048,Y,78.74,720 x 720,8,Y,850 / 900 / 1800 / 1900 ,4/13,,http://www.gsmarena.com/blackberry_q10-5274.php,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Blackberry,Classic / Q20,Q20,16,,,,£349.00,http://www.pcadvisor.co.uk/new-product/mobile-phone/blackberry-classic-release-date-uk-price-specs-features-3589355/,BlackBerry,10.3.1,10.3.2,1500,2,2048,Y,88.9,720 x 720,8,Y,850 / 900 / 1800 / 1900 ,12/14,,http://www.gsmarena.com/blackberry_classic-6458.php,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Blackberry,Q5,Q5,8,,,,£315.00,http://www.pcadvisor.co.uk/review/mid-range-smartphones/blackberry-q5-review-3463644/,BlackBerry,10.2,10.3.1,1200,2,2048,Y,78.74,720x720,5,Y,850 / 900 / 1800 / 1900 ,6/13,,http://www.gsmarena.com/blackberry_q5-5452.php,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Blackberry,Z10,Z10,16,,,,£480.00,http://www.trustedreviews.com/blackberry-z10-review,BlackBerry,10,10.3.1,1500,2,2048,Y,106.68,768x1280,8,Y,850 / 900 / 1800 / 1900 ,1/13,,http://www.gsmarena.com/blackberry_z10-5251.php,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Blackberry,Z30,Z30,16,,,,£484.88,http://www.trustedreviews.com/blackberry-z30-review,BlackBerry,10.2,10.3.1,1700,2,2048,Y,127,768x1280,8,Y,850 / 900 / 1800 / 1900 ,10/13,,http://www.gsmarena.com/blackberry_z30-5711.php,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HTC,Desire 510,DESIRE 510,8,"'htc_a11ul8x26', 'htc_a11chl', 'htc_a11ul'",4.99,,£149,http://www.techradar.com/reviews/phones/mobile-phones/htc-desire-510-1264324/review,Android,4.4.2,,1200,4,1024,Y,119.38,480 x 854,5,Y,850 / 900 / 1800 / 1900 ,9/14,,http://www.gsmarena.com/htc_desire_510-6608.php,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HTC,Desire 516,DESIRE 516,4,"'htc_v2_dcg', 'htc_v2_dcg','htc_v2_dtg'",,,,,Android,4.2.2,,1200,4,1024,Y,127,540 x 960,5,N,850 / 900 / 1800 / 1900 ,6/14,,http://www.gsmarena.com/htc_desire_516_dual_sim-6463.php,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HTC,Desire 601,DESIRE 601,8,"'zara', 'zaracl'",,,£239.99,http://www.techradar.com/news/phone-and-communications/mobile-phones/htc-desire-601-touches-down-in-uk-with-4g-at-an-affordable-price-1213865,Android,4.2.2,4.4.2,1400,2,1024,Y,114.3,540x960,5,Y,850 / 900 / 1800 / 1900 ,10/13,,http://www.gsmarena.com/htc_desire_601-5667.php,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HTC,Desire 620,DESIRE 620,8,'htc_a31dtul',,£121.91,£169.99,http://www.techradar.com/reviews/phones/mobile-phones/htc-desire-620-1285173/review,Android,4.4.4,,1200,4,1024,Y,127,720x1280,8,Y,900 / 1800 / 1900,12/14,,http://www.gsmarena.com/htc_desire_620-6830.php,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HTC,Desire 626,DESIRE 626,16,"'htc_a32dcgl', 'htc_a32ul', 'htc_a32ul_emea', 'htc_a32ewl', 'htc_a32ewlpp'",,£131.30,£250.00,http://www.expertreviews.co.uk/mobile-phones/1403946/htc-desire-626-review,Android,4.4.4,,1200,4,2048,Y,127,720x1280,13,Y,850 / 900 / 1800 / 1900,3/15,,http://www.gsmarena.com/htc_desire_626-6968.php,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HTC,Desire C,DESIRE C,4,'golfc',,,£150,http://www.expertreviews.co.uk/mobile-phones/53345/htc-desire-c-review,Android,4.0,4.1,600,1,512,Y,88.9,320x480,5,N,850 / 900 / 1800 / 1900,6/12,,http://www.gsmarena.com/htc_desire_c-4759.php,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HTC,Desire HD,DESIRE HD,1.5,'ace',,,£465.00,http://www.cnet.com/uk/products/htc-desire-hd/,Android,2.2,2.3,1000,1,768,Y,109.22,480x800,8,N,850 / 900 / 1800 / 1900,10/10,,http://www.gsmarena.com/htc_desire_hd-3468.php,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HTC,Desire S,DESIRE S,1.1,'saga',,,£405.00,http://www.techradar.com/reviews/phones/mobile-phones/htc-desire-s-930920/review,Android,2.3,4.0,1000,1,768,Y,93.98,480 x 800,5,N,850 / 900 / 1800 / 1900,3/11,,http://www.gsmarena.com/htc_desire_s-3776.php,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HTC,Desire X,DESIRE X,4,'protou',,,£228,http://www.androidcentral.com/htc-desire-x-gets-sim-free-pricing-uk,Android,4.0,4.1.1,1000,2,768,Y,101.6,480x800,5,N,850 / 900 / 1800 / 1900,10/12,,http://www.gsmarena.com/htc_desire_x-4951.php,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HTC,HD7,HD7,8,,,,£379.00,http://www.cnet.com/uk/products/htc-hd7/,Windows,7,,1000,1,576,N,109.22,480x800,5,N,850 / 900 / 1800 / 1900,10 / 10,,http://www.gsmarena.com/htc_hd7-3338.php,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HTC,Mozart,MOZART,8,,,,£470,http://www.cnet.com/uk/products/htc-7-mozart/,Windows,7,,1000,1,576,N,93.98,480x800,8,N,850 / 900 / 1800 / 1900,10/10,,http://www.gsmarena.com/htc_7_mozart-3530.php,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HTC,One,ONE M7,32,"'m7', 'm7cdtu', 'm7wls', 'm7wlv'",5.99,£243.00,£504.00,http://www.expertreviews.co.uk/mobile-phones/53530/htc-one-m7-2013-review,Android,4.1.2,5.0,1700,4,2048,N,119.38,1080x1920,4,Y,850 / 900 / 1800 / 1900,3/13,,http://www.gsmarena.com/htc_one-5313.php,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HTC,One A9,ONE A9,16,"'htc_hiaetuhl', 'htc_hiaeuhl', 'htc_hiaeul', 'htc_hiaewhl'",5.99,£332.29,£470,http://www.androidcentral.com/please-dont-pay-470-htc-one-a9,Android,6.0,6.0.1,1500,4,3072,Y,127,1080x1920,13,Y,850 / 900 / 1800 / 1900,11/15,,http://www.gsmarena.com/htc_one_a9-7576.php,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HTC,One M8,ONE M8,16,"'htc_m8', 'htc_m8dwg', 'htc_m8whl', 'htc_m8wl'",6.99,,£549.99,http://www.techradar.com/news/phone-and-communications/mobile-phones/htc-one-m8s-brings-a-lower-price-to-last-year-s-best-phone-1290059,Android,4.4.2,6.0,2300,4,2048,Y,127,1080x1920,4,Y,850 / 900 / 1800 / 1900,3/14,,http://www.gsmarena.com/htc_one_(m8)-6074.php,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
